Category,Task_ID,Status,Has_Placeholder_Msg,Has_Dummy_Data,Has_Sample_Evidence,Has_Viz_Placeholder,Has_Real_Data,Datasets_Used,Has_Real_Analysis,Analysis_Methods,Evidence_Required,File_Path
Deep_Learning,DL-003-Build-ResNet-for-age-prediction,PLACEHOLDER,Yes,No,No,No,No,None,No,None,trained_resnet.pth; age_predictions.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Deep_Learning/DL-003-Build-ResNet-for-age-prediction/run_analysis.sh
Deep_Learning,DL-004-Train-variational-autoencoder-to-learn,PLACEHOLDER,Yes,No,No,No,No,None,No,None,trained_vae.pth; latent_embeddings.npy,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Deep_Learning/DL-004-Train-variational-autoencoder-to-learn/run_analysis.sh
Deep_Learning,DL-005-Implement-temporal-CNN-for-time,PLACEHOLDER,Yes,No,No,No,No,None,No,None,trained_tcnn.pth; learned_filters.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Deep_Learning/DL-005-Implement-temporal-CNN-for-time/run_analysis.sh
Deep_Learning,DL-006-Build-graph-neural-network-for,PLACEHOLDER,Yes,No,No,No,No,None,No,None,trained_gnn.pth; node_embeddings.npy,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Deep_Learning/DL-006-Build-graph-neural-network-for/run_analysis.sh
Deep_Learning,DL-007-Train-LSTM-recurrent-network-for,PLACEHOLDER,Yes,No,No,No,No,None,No,None,trained_lstm.pth; state_predictions.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Deep_Learning/DL-007-Train-LSTM-recurrent-network-for/run_analysis.sh
Deep_Learning,DL-008-Implement-transfer-learning-using-pretrained,PLACEHOLDER,Yes,No,No,No,Yes,adhd,No,None,finetuned_model.pth; transfer_analysis.json,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Deep_Learning/DL-008-Implement-transfer-learning-using-pretrained/run_analysis.sh
Deep_Learning,DL-009-Build-attention-based-neural-network-highlighting,PLACEHOLDER,Yes,Yes,No,No,Yes,haxby,No,None,trained_attention.pth; attention_weights.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Deep_Learning/DL-009-Build-attention-based-neural-network-highlighting/run_analysis.sh
Deep_Learning,DL-010-Train-Siamese-network-for-brain,PLACEHOLDER,Yes,No,No,No,Yes,megatrawls_netmats,No,None,trained_siamese.pth; embedding_space.npy,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Deep_Learning/DL-010-Train-Siamese-network-for-brain/run_analysis.sh
Deep_Learning,DL-011-Implement-multi-modal-fusion-network-combining,PLACEHOLDER,Yes,No,No,No,No,None,No,None,fusion_model.pth; modality_importance.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Deep_Learning/DL-011-Implement-multi-modal-fusion-network-combining/run_analysis.sh
Deep_Learning,DL-012-Build-GAN-to-generate-synthetic,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,trained_gan.pth; synthetic_samples.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Deep_Learning/DL-012-Build-GAN-to-generate-synthetic/run_analysis.sh
Deep_Learning,DL-013-Train-transformer-architecture-for-MEG,PLACEHOLDER,Yes,No,No,No,No,None,No,None,trained_transformer.pth; attention_patterns.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Deep_Learning/DL-013-Train-transformer-architecture-for-MEG/run_analysis.sh
Deep_Learning,DL-014-Implement-capsule-network-preserving-spatial,PLACEHOLDER,Yes,No,No,No,Yes,haxby,No,None,trained_capsnet.pth; capsule_activations.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Deep_Learning/DL-014-Implement-capsule-network-preserving-spatial/run_analysis.sh
Deep_Learning,DL-015-Build-interpretable-CNN-using-gradient-based,PLACEHOLDER,Yes,Yes,No,No,Yes,adhd,No,None,saliency_examples.nii.gz; region_importance.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Deep_Learning/DL-015-Build-interpretable-CNN-using-gradient-based/run_analysis.sh
Deep_Learning,DL-016-Train-MONAI-SwinUNETR-with-shifted,PLACEHOLDER,Yes,No,No,No,No,None,No,None,trained_swinunetr.pth; segmentation_metrics.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Deep_Learning/DL-016-Train-MONAI-SwinUNETR-with-shifted/run_analysis.sh
Deep_Learning,DL-017-Implement-curriculum-learning-starting-with,PLACEHOLDER,Yes,No,No,No,No,None,No,None,trained_curriculum.pth; training_schedule.json,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Deep_Learning/DL-017-Implement-curriculum-learning-starting-with/run_analysis.sh
Deep_Learning,DL-018-Build-self-supervised-model-using-contrastive,PLACEHOLDER,Yes,No,No,No,Yes,surf_nki_enhanced,No,None,pretrained_encoder.pth; learned_features.npy,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Deep_Learning/DL-018-Build-self-supervised-model-using-contrastive/run_analysis.sh
Deep_Learning,DL-019-Train-mixture-of-experts-with,PLACEHOLDER,Yes,No,No,No,No,None,No,None,moe_model.pth; expert_assignments.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Deep_Learning/DL-019-Train-mixture-of-experts-with/run_analysis.sh
Deep_Learning,DL-020-Implement-neural-architecture-search-to,PLACEHOLDER,Yes,No,No,No,Yes,haxby,No,None,best_architecture.json; nas_history.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Deep_Learning/DL-020-Implement-neural-architecture-search-to/run_analysis.sh
Diffusion,DIFF-001-Preprocess-DWI-data-with-eddy,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,corrected_dwi.nii.gz; eddy_movement.txt,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-001-Preprocess-DWI-data-with-eddy/run_analysis.sh
Diffusion,DIFF-002-Fit-diffusion-tensor-model-and,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,dti_FA.nii.gz; dti_MD.nii.gz; dti_tensors.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-002-Fit-diffusion-tensor-model-and/run_analysis.sh
Diffusion,DIFF-003-Perform-probabilistic-tractography-from-seed,PLACEHOLDER,Yes,Yes,Yes,No,No,None,No,None,bedpostx/dyads1.nii.gz; tractogram.tck,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-003-Perform-probabilistic-tractography-from-seed/run_analysis.sh
Diffusion,DIFF-004-Generate-whole-brain-tractogram-with-anatomically-constrained,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,whole_brain.tck; tck_stats.txt,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-004-Generate-whole-brain-tractogram-with-anatomically-constrained/run_analysis.sh
Diffusion,DIFF-005-Compute-structural-connectome-using-AAL,PLACEHOLDER,Yes,No,No,No,No,None,No,None,structural_connectome.csv; connectome_plot.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-005-Compute-structural-connectome-using-AAL/run_analysis.sh
Diffusion,DIFF-006-Fit-NODDI-model-to-estimate,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,noddi_icvf.nii.gz; noddi_odi.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-006-Fit-NODDI-model-to-estimate/run_analysis.sh
Diffusion,DIFF-007-Perform-fixel-based-analysis-for-crossing,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,fixel_fd.mif; fixel_fdc.mif; fba_stats.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-007-Perform-fixel-based-analysis-for-crossing/run_analysis.sh
Diffusion,DIFF-008-Extract-tract-profiles-along-major,PLACEHOLDER,Yes,No,No,No,No,None,No,None,cst_fa_profile.csv; arcuate_md_profile.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-008-Extract-tract-profiles-along-major/run_analysis.sh
Diffusion,DIFF-009-Compute-free-water-elimination-to,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,fwe_FA.nii.gz; fwe_fraction.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-009-Compute-free-water-elimination-to/run_analysis.sh
Diffusion,DIFF-010-Perform-TBSS-voxel-wise-statistics-on,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,tbss_FA_skeleton.nii.gz; tbss_stats.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-010-Perform-TBSS-voxel-wise-statistics-on/run_analysis.sh
Diffusion,DIFF-011-Generate-FOD-spherical-harmonic-representations,PLACEHOLDER,Yes,Yes,Yes,No,No,None,No,None,fod.mif; fod_peaks.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-011-Generate-FOD-spherical-harmonic-representations/run_analysis.sh
Diffusion,DIFF-012-Perform-AFQ-automated-fiber-quantification,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,afq_tracts.mat; afq_profiles.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-012-Perform-AFQ-automated-fiber-quantification/run_analysis.sh
Diffusion,DIFF-013-Compute-graph-theory-metrics-from,PLACEHOLDER,Yes,No,No,No,No,None,No,None,graph_metrics.csv; network_viz.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-013-Compute-graph-theory-metrics-from/run_analysis.sh
Diffusion,DIFF-014-Estimate-axon-diameter-distribution-using,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,axon_diameter.nii.gz; diameter_histogram.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-014-Estimate-axon-diameter-distribution-using/run_analysis.sh
Diffusion,DIFF-015-Perform-DWI-distortion-correction-using,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,corrected_dwi.nii.gz; displacement_field.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-015-Perform-DWI-distortion-correction-using/run_analysis.sh
Diffusion,DIFF-016-Generate-probabilistic-maps-of-white,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,cst_probability.nii.gz; tract_overlap.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-016-Generate-probabilistic-maps-of-white/run_analysis.sh
Diffusion,DIFF-017-Compute-mean-kurtosis-using-diffusion,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,dki_MK.nii.gz; dki_AK.nii.gz; dki_RK.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-017-Compute-mean-kurtosis-using-diffusion/run_analysis.sh
Diffusion,DIFF-018-Perform-virtual-dissection-of-streamlines,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,filtered_tracts.tck; tract_volumes.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-018-Perform-virtual-dissection-of-streamlines/run_analysis.sh
Diffusion,DIFF-019-Build-structural-connectivity-based-parcellation-of,PLACEHOLDER,Yes,Yes,No,No,No,None,No,None,thalamus_parcellation.nii.gz; connectivity_profiles.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-019-Build-structural-connectivity-based-parcellation-of/run_analysis.sh
Diffusion,DIFF-020-Compute-connectome-edge-weights-using,PLACEHOLDER,Yes,No,No,No,No,None,No,None,sift2_weights.txt; weighted_connectome.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Diffusion/DIFF-020-Compute-connectome-edge-weights-using/run_analysis.sh
Electrophysiology,ELEC-001-Preprocess-MNE-sample-MEG-data,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,clean_raw.fif; preprocessing_report.html,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-001-Preprocess-MNE-sample-MEG-data/run_analysis.sh
Electrophysiology,ELEC-002-Perform-ICA-decomposition-to-identify,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,ica_solution.fif; component_topographies.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-002-Perform-ICA-decomposition-to-identify/run_analysis.sh
Electrophysiology,ELEC-003-Compute-evoked-responses-to-auditory,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,auditory_evoked.fif; visual_evoked.fif; evoked_plot.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-003-Compute-evoked-responses-to-auditory/run_analysis.sh
Electrophysiology,ELEC-004-Calculate-time-frequency-representations-for-gamma,PLACEHOLDER,Yes,No,No,No,No,None,No,None,tfr_average.h5; time_frequency_plot.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-004-Calculate-time-frequency-representations-for-gamma/run_analysis.sh
Electrophysiology,ELEC-005-Perform-source-localization-using-dSPM,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,lh_auditory.stc; rh_auditory.stc; source_plot.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-005-Perform-source-localization-using-dSPM/run_analysis.sh
Electrophysiology,ELEC-006-Compute-phase-locking-value-connectivity-between,PLACEHOLDER,Yes,No,No,No,No,None,No,None,plv_connectivity.npy; connectivity_circle.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-006-Compute-phase-locking-value-connectivity-between/run_analysis.sh
Electrophysiology,ELEC-007-Extract-power-spectral-density-and,PLACEHOLDER,Yes,No,No,No,No,None,No,None,fooof_fit.json; spectrum_plot.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-007-Extract-power-spectral-density-and/run_analysis.sh
Electrophysiology,ELEC-008-Compute-event-related-spectral-perturbation-ERSP,PLACEHOLDER,Yes,No,No,No,No,None,No,None,ersp_theta.h5; ersp_topomap.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-008-Compute-event-related-spectral-perturbation-ERSP/run_analysis.sh
Electrophysiology,ELEC-009-Perform-automatic-bad-channel-detection,PLACEHOLDER,Yes,No,No,No,No,None,No,None,autoreject_log.pkl; bad_channels.txt,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-009-Perform-automatic-bad-channel-detection/run_analysis.sh
Electrophysiology,ELEC-010-Calculate-inter-trial-coherence-to-measure,PLACEHOLDER,Yes,No,No,No,No,None,No,None,itc_map.h5; itc_topomap.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-010-Calculate-inter-trial-coherence-to-measure/run_analysis.sh
Electrophysiology,ELEC-011-Compute-minimum-norm-estimates-with,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,visual_source.stc; source_timecourse.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-011-Compute-minimum-norm-estimates-with/run_analysis.sh
Electrophysiology,ELEC-012-Perform-cluster-based-permutation-test-on,PLACEHOLDER,Yes,No,No,No,No,None,No,None,significant_clusters.h5; cluster_plot.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-012-Perform-cluster-based-permutation-test-on/run_analysis.sh
Electrophysiology,ELEC-013-Calculate-cross-frequency-coupling-between-theta,PLACEHOLDER,Yes,No,No,No,No,None,No,None,pac_values.npy; comodulogram.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-013-Calculate-cross-frequency-coupling-between-theta/run_analysis.sh
Electrophysiology,ELEC-014-Compute-forward-solution-and-BEM,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,forward_solution.fif; bem_plot.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-014-Compute-forward-solution-and-BEM/run_analysis.sh
Electrophysiology,ELEC-015-Extract-sensor-space-decoding-to,PLACEHOLDER,Yes,No,No,No,No,None,No,None,decoding_scores.csv; gat_matrix.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-015-Extract-sensor-space-decoding-to/run_analysis.sh
Electrophysiology,ELEC-016-Compute-morlet-wavelet-decomposition-for,PLACEHOLDER,Yes,No,No,No,No,None,No,None,wavelet_power.h5; tfr_multitaper.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-016-Compute-morlet-wavelet-decomposition-for/run_analysis.sh
Electrophysiology,ELEC-017-Calculate-imaginary-coherence-to-remove,PLACEHOLDER,Yes,No,No,No,No,None,No,None,imag_coh_matrix.npy; connectivity_matrix.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-017-Calculate-imaginary-coherence-to-remove/run_analysis.sh
Electrophysiology,ELEC-018-Perform-temporal-response-function-TRF,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,trf_weights.npy; predicted_response.fif,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-018-Perform-temporal-response-function-TRF/run_analysis.sh
Electrophysiology,ELEC-019-Compute-phase-lag-index-connectivity,PLACEHOLDER,Yes,No,No,No,No,None,No,None,pli_connectivity.npy; pli_circle_plot.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-019-Compute-phase-lag-index-connectivity/run_analysis.sh
Electrophysiology,ELEC-020-Extract-peak-latencies-and-amplitudes,PLACEHOLDER,Yes,No,No,No,No,None,No,None,peak_latencies.csv; evoked_waveforms.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Electrophysiology/ELEC-020-Extract-peak-latencies-and-amplitudes/run_analysis.sh
Knowledge_Graph,KG-001-Build-brain-region-knowledge-graph,PLACEHOLDER,Yes,No,Yes,No,Yes,atlas_aal,No,None,brain_kg.json; region_ontology.ttl,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-001-Build-brain-region-knowledge-graph/run_analysis.sh
Knowledge_Graph,KG-002-Link-Haxby-activation-coordinates-to,PLACEHOLDER,Yes,No,No,No,Yes,haxby,No,None,coordinate_terms.csv; brain_ontology.json,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-002-Link-Haxby-activation-coordinates-to/run_analysis.sh
Knowledge_Graph,KG-003-Create-multi-modal-knowledge-graph-linking,PLACEHOLDER,Yes,No,Yes,No,Yes,abide_pcp,No,None,abide_kg.graphml; phenotype_network.json,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-003-Create-multi-modal-knowledge-graph-linking/run_analysis.sh
Knowledge_Graph,KG-004-Map-Yeo-networks-to-cognitive,PLACEHOLDER,Yes,No,No,No,Yes,atlas_yeo_2011,No,None,network_ontology.json; term_mappings.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-004-Map-Yeo-networks-to-cognitive/run_analysis.sh
Knowledge_Graph,KG-005-Build-gene-brain-behavior-knowledge-graph-from,PLACEHOLDER,Yes,No,No,No,Yes,oasis_vbm,No,None,multiomics_kg.json; pathway_diagram.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-005-Build-gene-brain-behavior-knowledge-graph-from/run_analysis.sh
Knowledge_Graph,KG-006-Extract-brain-connectivity-knowledge-graph,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,connectome_kg.graphml; network_properties.json,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-006-Extract-brain-connectivity-knowledge-graph/run_analysis.sh
Knowledge_Graph,KG-007-Link-Harvard-Oxford-regions-to-disease,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,clinical_kg.json; disease_network.html,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-007-Link-Harvard-Oxford-regions-to-disease/run_analysis.sh
Knowledge_Graph,KG-008-Create-temporal-knowledge-graph-of,PLACEHOLDER,Yes,No,Yes,No,Yes,development_fmri,No,None,developmental_kg.json; temporal_graph.html,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-008-Create-temporal-knowledge-graph-of/run_analysis.sh
Knowledge_Graph,KG-009-Build-tractography-based-structural-knowledge-graph,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,structural_kg.graphml; tract_ontology.json,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-009-Build-tractography-based-structural-knowledge-graph/run_analysis.sh
Knowledge_Graph,KG-010-Link-Destrieux-parcellation-to-functional,PLACEHOLDER,Yes,No,No,No,No,None,No,None,functional_fingerprints.json; region_profiles.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-010-Link-Destrieux-parcellation-to-functional/run_analysis.sh
Knowledge_Graph,KG-011-Create-meta-analytic-knowledge-graph-from,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,meta_kg.json; coactivation_network.html,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-011-Create-meta-analytic-knowledge-graph-from/run_analysis.sh
Knowledge_Graph,KG-012-Build-pharmacological-knowledge-graph-linking,PLACEHOLDER,Yes,No,No,No,No,None,No,None,pharma_kg.json; drug_network.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-012-Build-pharmacological-knowledge-graph-linking/run_analysis.sh
Knowledge_Graph,KG-013-Extract-lesion-deficit-knowledge-graph-from,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,lesion_kg.json; deficit_network.html,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-013-Extract-lesion-deficit-knowledge-graph-from/run_analysis.sh
Knowledge_Graph,KG-014-Create-cross-species-knowledge-graph-comparing,PLACEHOLDER,Yes,No,No,No,No,None,No,None,comparative_kg.json; species_alignment.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-014-Create-cross-species-knowledge-graph-comparing/run_analysis.sh
Knowledge_Graph,KG-015-Build-MEG-sensor-source-knowledge-graph,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,meg_kg.json; source_network.html,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-015-Build-MEG-sensor-source-knowledge-graph/run_analysis.sh
Knowledge_Graph,KG-016-Create-stimulus-response-knowledge-graph-from,PLACEHOLDER,Yes,No,No,No,Yes,haxby,No,None,stimulus_kg.json; response_network.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-016-Create-stimulus-response-knowledge-graph-from/run_analysis.sh
Knowledge_Graph,KG-017-Build-multi-resolution-parcellation-knowledge-graph,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,multiscale_kg.json; hierarchy_tree.html,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-017-Build-multi-resolution-parcellation-knowledge-graph/run_analysis.sh
Knowledge_Graph,KG-018-Extract-task-activation-knowledge-graph-from,PLACEHOLDER,Yes,No,Yes,No,Yes,localizer_contrasts,No,None,task_kg.json; activation_network.html,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-018-Extract-task-activation-knowledge-graph-from/run_analysis.sh
Knowledge_Graph,KG-019-Create-DTI-tractography-knowledge-graph-with,PLACEHOLDER,Yes,No,Yes,No,No,None,No,None,tract_kg.graphml; tract_properties.json,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-019-Create-DTI-tractography-knowledge-graph-with/run_analysis.sh
Knowledge_Graph,KG-020-Build-intervention-outcome-knowledge-graph-from,PLACEHOLDER,Yes,No,No,No,No,None,No,None,intervention_kg.json; treatment_network.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Knowledge_Graph/KG-020-Build-intervention-outcome-knowledge-graph-from/run_analysis.sh
Machine_Learning,ML-001-Train-SVM-classifier-to-decode,REAL,No,No,No,No,Yes,haxby,Yes,.fit(; .predict(; NiftiMasker,cv_scores.csv; confusion_matrix.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-001-Train-SVM-classifier-to-decode/run_analysis.sh
Machine_Learning,ML-002-Build-random-forest-model-to,REAL,No,No,No,No,Yes,adhd,No,None,trained_rf.pkl; feature_importance.csv,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-002-Build-random-forest-model-to/run_analysis.sh
Machine_Learning,ML-003-Perform-cross-validated-age-prediction-from,UNKNOWN,No,No,No,No,No,None,No,None,age_predictions.csv; scatter_plot.png,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-003-Perform-cross-validated-age-prediction-from/run_analysis.sh
Machine_Learning,ML-004-Apply-PCA-dimensionality-reduction-before,PLACEHOLDER,No,Yes,No,No,Yes,haxby,No,None,pca_components.npy; component_maps.nii.gz,/home/runner/work/brain_researcher_benchmark_github_copilot/brain_researcher_benchmark_github_copilot/Machine_Learning/ML-004-Apply-PCA-dimensionality-reduction-before/run_analysis.sh
